creation,customer,customer_name,docstatus,due_date,grand_total,modified,name,posting_date,status,territory
2026-01-11 06:19:19.361463,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-04-04,14860.6,2026-01-11 06:19:19.361463,ACC-SINV-2026-04797,2025-02-21,Draft,Industrial Branch
2026-01-11 06:19:19.543303,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-05-01,913.92,2026-01-11 06:19:19.543303,ACC-SINV-2026-04798,2025-03-12,Draft,Industrial Branch
2026-01-11 06:19:19.724182,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-06-03,27669.01,2026-01-11 06:19:19.724182,ACC-SINV-2026-04799,2025-04-23,Draft,Industrial Branch
2026-01-11 06:19:20.243626,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-06-23,90343.25,2026-01-11 06:19:20.243626,ACC-SINV-2026-04800,2025-05-09,Draft,Industrial Branch
2026-01-11 06:19:20.429513,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-08-19,1505.4,2026-01-11 06:19:20.429513,ACC-SINV-2026-04801,2025-06-20,Draft,Industrial Branch
2026-01-11 06:19:20.613118,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-08-27,551.86,2026-01-11 06:19:20.613118,ACC-SINV-2026-04802,2025-07-12,Draft,Industrial Branch
2026-01-11 06:19:20.793492,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-10-03,31596.4,2026-01-11 06:19:20.793492,ACC-SINV-2026-04803,2025-08-11,Draft,Industrial Branch
2026-01-11 06:19:20.973041,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-10-21,55410.02,2026-01-11 06:19:20.973041,ACC-SINV-2026-04804,2025-09-06,Draft,Industrial Branch
2026-01-11 06:19:21.155000,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-12-01,250.01,2026-01-11 06:19:21.155000,ACC-SINV-2026-04805,2025-10-08,Draft,Industrial Branch
2026-01-11 06:19:21.333608,Faisal Ahmed 372,Faisal Ahmed 372,0,2025-12-26,593.75,2026-01-11 06:19:21.333608,ACC-SINV-2026-04806,2025-11-21,Draft,Industrial Branch
2026-01-11 06:19:21.514512,Faisal Ahmed 372,Faisal Ahmed 372,0,2026-01-30,144.96,2026-01-11 06:19:21.514512,ACC-SINV-2026-04807,2025-12-25,Draft,Industrial Branch
2026-01-11 06:19:21.695600,Tariq Hassan 834,Tariq Hassan 834,0,2023-12-23,869.01,2026-01-11 06:19:21.695600,ACC-SINV-2026-04808,2023-11-21,Draft,Southgate Branch
2026-01-11 06:19:21.878968,Tariq Hassan 834,Tariq Hassan 834,0,2024-02-10,174.35,2026-01-11 06:19:21.878968,ACC-SINV-2026-04809,2023-12-25,Draft,Southgate Branch
2026-01-11 06:19:22.400328,Tariq Hassan 834,Tariq Hassan 834,0,2024-03-06,345.27,2026-01-11 06:19:22.400328,ACC-SINV-2026-04810,2024-01-11,Draft,Southgate Branch
2026-01-11 06:19:22.582042,Tariq Hassan 834,Tariq Hassan 834,0,2024-03-30,606.26,2026-01-11 06:19:22.582042,ACC-SINV-2026-04811,2024-02-09,Draft,Southgate Branch
2026-01-11 06:19:22.765109,Tariq Hassan 834,Tariq Hassan 834,0,2024-05-08,66178.19,2026-01-11 06:19:22.765109,ACC-SINV-2026-04812,2024-03-22,Draft,Southgate Branch
2026-01-11 06:19:22.949845,Tariq Hassan 834,Tariq Hassan 834,0,2024-06-14,1756.74,2026-01-11 06:19:22.949845,ACC-SINV-2026-04813,2024-05-03,Draft,Southgate Branch
2026-01-11 06:19:23.131286,Tariq Hassan 834,Tariq Hassan 834,0,2024-07-08,46192.61,2026-01-11 06:19:23.131286,ACC-SINV-2026-04814,2024-05-29,Draft,Southgate Branch
2026-01-11 06:19:23.312895,Tariq Hassan 834,Tariq Hassan 834,0,2024-08-23,569.48,2026-01-11 06:19:23.312895,ACC-SINV-2026-04815,2024-07-03,Draft,Southgate Branch
2026-01-11 06:19:23.490515,Tariq Hassan 834,Tariq Hassan 834,0,2024-08-24,7368.52,2026-01-11 06:19:23.490515,ACC-SINV-2026-04816,2024-07-24,Draft,Southgate Branch
2026-01-11 06:19:23.675025,Tariq Hassan 834,Tariq Hassan 834,0,2024-10-05,173.79,2026-01-11 06:19:23.675025,ACC-SINV-2026-04817,2024-08-24,Draft,Southgate Branch
2026-01-11 06:19:23.863799,Tariq Hassan 834,Tariq Hassan 834,0,2024-11-10,9748.72,2026-01-11 06:19:23.863799,ACC-SINV-2026-04818,2024-09-22,Draft,Southgate Branch
2026-01-11 06:19:24.043761,Tariq Hassan 834,Tariq Hassan 834,0,2024-11-21,99949.29,2026-01-11 06:19:24.043761,ACC-SINV-2026-04819,2024-10-07,Draft,Southgate Branch
2026-01-11 06:19:24.557386,Tariq Hassan 834,Tariq Hassan 834,0,2025-01-04,18274.69,2026-01-11 06:19:24.557386,ACC-SINV-2026-04820,2024-11-20,Draft,Southgate Branch
2026-01-11 06:19:24.739754,Tariq Hassan 834,Tariq Hassan 834,0,2025-01-24,846.69,2026-01-11 06:19:24.739754,ACC-SINV-2026-04821,2024-12-21,Draft,Southgate Branch
2026-01-11 06:19:24.923128,Tariq Hassan 834,Tariq Hassan 834,0,2025-03-19,554.13,2026-01-11 06:19:24.923128,ACC-SINV-2026-04822,2025-01-28,Draft,Southgate Branch
2026-01-11 06:19:25.105190,Tariq Hassan 834,Tariq Hassan 834,0,2025-04-24,935.15,2026-01-11 06:19:25.105190,ACC-SINV-2026-04823,2025-03-07,Draft,Southgate Branch
2026-01-11 06:19:25.286661,Tariq Hassan 834,Tariq Hassan 834,0,2025-05-15,824.21,2026-01-11 06:19:25.286661,ACC-SINV-2026-04824,2025-03-22,Draft,Southgate Branch
2026-01-11 06:19:25.474640,Tariq Hassan 834,Tariq Hassan 834,0,2025-05-29,668.06,2026-01-11 06:19:25.474640,ACC-SINV-2026-04825,2025-04-25,Draft,Southgate Branch
2026-01-11 06:19:25.667504,Tariq Hassan 834,Tariq Hassan 834,0,2025-07-04,355.72,2026-01-11 06:19:25.667504,ACC-SINV-2026-04826,2025-05-26,Draft,Southgate Branch
2026-01-11 06:19:25.847568,Tariq Hassan 834,Tariq Hassan 834,0,2025-08-23,641.0,2026-01-11 06:19:25.847568,ACC-SINV-2026-04827,2025-07-01,Draft,Southgate Branch
2026-01-11 06:19:26.027691,Tariq Hassan 834,Tariq Hassan 834,0,2025-09-25,5946.38,2026-01-11 06:19:26.027691,ACC-SINV-2026-04828,2025-08-14,Draft,Southgate Branch
2026-01-11 06:19:26.209650,Tariq Hassan 834,Tariq Hassan 834,0,2025-11-11,809.02,2026-01-11 06:19:26.209650,ACC-SINV-2026-04829,2025-09-25,Draft,Southgate Branch
2026-01-11 06:19:26.744374,Fatima Mirza 915,Fatima Mirza 915,0,2025-09-05,922.87,2026-01-11 06:19:26.744374,ACC-SINV-2026-04830,2025-07-12,Draft,Suburban Branch
2026-01-11 06:19:26.937834,Fatima Mirza 915,Fatima Mirza 915,0,2025-10-09,80.2,2026-01-11 06:19:26.937834,ACC-SINV-2026-04831,2025-08-13,Draft,Suburban Branch
2026-01-11 06:19:27.126505,Fatima Mirza 915,Fatima Mirza 915,0,2025-10-19,1238.51,2026-01-11 06:19:27.126505,ACC-SINV-2026-04832,2025-09-03,Draft,Suburban Branch
2026-01-11 06:19:27.312267,Fatima Mirza 915,Fatima Mirza 915,0,2025-11-18,165.35,2026-01-11 06:19:27.312267,ACC-SINV-2026-04833,2025-10-14,Draft,Suburban Branch
2026-01-11 06:19:27.498555,Fatima Mirza 915,Fatima Mirza 915,0,2025-12-28,94888.39,2026-01-11 06:19:27.498555,ACC-SINV-2026-04834,2025-11-12,Draft,Suburban Branch
2026-01-11 06:19:27.678902,Fatima Mirza 915,Fatima Mirza 915,0,2026-02-02,298.19,2026-01-11 06:19:27.678902,ACC-SINV-2026-04835,2025-12-24,Draft,Suburban Branch
2026-01-11 06:19:27.862944,Fatima Mirza 915,Fatima Mirza 915,0,2026-03-01,92178.34,2026-01-11 06:19:27.862944,ACC-SINV-2026-04836,2026-01-10,Draft,Suburban Branch
2026-01-11 06:19:28.045056,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2024-10-03,40909.71,2026-01-11 06:19:28.045056,ACC-SINV-2026-04837,2024-08-28,Draft,Westend Branch
2026-01-11 06:19:28.230208,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2024-11-13,32190.01,2026-01-11 06:19:28.230208,ACC-SINV-2026-04838,2024-09-24,Draft,Westend Branch
2026-01-11 06:19:28.412612,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-01-05,16474.57,2026-01-11 06:19:28.412612,ACC-SINV-2026-04839,2024-11-06,Draft,Westend Branch
2026-01-11 06:19:28.939254,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-01-30,82.28,2026-01-11 06:19:28.939254,ACC-SINV-2026-04840,2024-12-14,Draft,Westend Branch
2026-01-11 06:19:29.122359,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-03-09,26873.4,2026-01-11 06:19:29.122359,ACC-SINV-2026-04841,2025-01-17,Draft,Westend Branch
2026-01-11 06:19:29.309133,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-03-20,3532.08,2026-01-11 06:19:29.309133,ACC-SINV-2026-04842,2025-02-16,Draft,Westend Branch
2026-01-11 06:19:29.491677,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-05-04,85130.41,2026-01-11 06:19:29.491677,ACC-SINV-2026-04843,2025-03-16,Draft,Westend Branch
2026-01-11 06:19:29.671716,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-05-10,145.61,2026-01-11 06:19:29.671716,ACC-SINV-2026-04844,2025-03-31,Draft,Westend Branch
2026-01-11 06:19:29.858099,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-06-18,292.46,2026-01-11 06:19:29.858099,ACC-SINV-2026-04845,2025-04-20,Draft,Westend Branch
2026-01-11 06:19:30.042400,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-07-14,16191.28,2026-01-11 06:19:30.042400,ACC-SINV-2026-04846,2025-06-03,Draft,Westend Branch
2026-01-11 06:19:30.227938,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-08-10,175.65,2026-01-11 06:19:30.227938,ACC-SINV-2026-04847,2025-06-23,Draft,Westend Branch
2026-01-11 06:19:30.413322,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-08-20,8932.92,2026-01-11 06:19:30.413322,ACC-SINV-2026-04848,2025-07-20,Draft,Westend Branch
2026-01-11 06:19:30.596041,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2025-10-22,298.04,2026-01-11 06:19:30.596041,ACC-SINV-2026-04849,2025-08-27,Draft,Westend Branch
2026-01-11 06:19:31.124428,Ibrahim Siddiqui 491,Ibrahim Siddiqui 491,0,2026-02-02,351.25,2026-01-11 06:19:31.124428,ACC-SINV-2026-04850,2025-12-16,Draft,Westend Branch
2026-01-11 06:19:31.303367,Ali Siddiqui 776,Ali Siddiqui 776,0,2025-11-20,169.9,2026-01-11 06:19:31.303367,ACC-SINV-2026-04851,2025-09-27,Draft,Mall Branch
2026-01-11 06:19:31.489171,Ali Siddiqui 776,Ali Siddiqui 776,0,2025-12-10,98.15,2026-01-11 06:19:31.489171,ACC-SINV-2026-04852,2025-10-15,Draft,Mall Branch
2026-01-11 06:19:31.672605,Ali Siddiqui 776,Ali Siddiqui 776,0,2025-12-25,9661.69,2026-01-11 06:19:31.672605,ACC-SINV-2026-04853,2025-11-05,Draft,Mall Branch
2026-01-11 06:19:31.851208,Ali Siddiqui 776,Ali Siddiqui 776,0,2026-01-29,1100.58,2026-01-11 06:19:31.851208,ACC-SINV-2026-04854,2025-12-19,Draft,Mall Branch
2026-01-11 06:19:32.035064,Omar Ahmed 365,Omar Ahmed 365,0,2024-02-11,258.42,2026-01-11 06:19:32.035064,ACC-SINV-2026-04855,2024-01-05,Draft,Mall Branch
2026-01-11 06:19:32.222266,Omar Ahmed 365,Omar Ahmed 365,0,2024-03-19,297.31,2026-01-11 06:19:32.222266,ACC-SINV-2026-04856,2024-02-16,Draft,Mall Branch
2026-01-11 06:19:32.400326,Omar Ahmed 365,Omar Ahmed 365,0,2024-04-19,212.87,2026-01-11 06:19:32.400326,ACC-SINV-2026-04857,2024-03-05,Draft,Mall Branch
2026-01-11 06:19:32.583085,Omar Ahmed 365,Omar Ahmed 365,0,2024-05-03,146.95,2026-01-11 06:19:32.583085,ACC-SINV-2026-04858,2024-04-02,Draft,Mall Branch
2026-01-11 06:19:32.765158,Omar Ahmed 365,Omar Ahmed 365,0,2024-06-16,136.3,2026-01-11 06:19:32.765158,ACC-SINV-2026-04859,2024-04-19,Draft,Mall Branch
2026-01-11 06:19:33.331926,Omar Ahmed 365,Omar Ahmed 365,0,2024-07-07,84611.59,2026-01-11 06:19:33.331926,ACC-SINV-2026-04860,2024-05-24,Draft,Mall Branch
2026-01-11 06:19:33.516547,Omar Ahmed 365,Omar Ahmed 365,0,2024-08-05,44852.19,2026-01-11 06:19:33.516547,ACC-SINV-2026-04861,2024-06-14,Draft,Mall Branch
2026-01-11 06:19:33.696288,Omar Ahmed 365,Omar Ahmed 365,0,2024-08-23,25952.08,2026-01-11 06:19:33.696288,ACC-SINV-2026-04862,2024-07-16,Draft,Mall Branch
2026-01-11 06:19:33.878632,Omar Ahmed 365,Omar Ahmed 365,0,2024-09-16,59260.12,2026-01-11 06:19:33.878632,ACC-SINV-2026-04863,2024-08-11,Draft,Mall Branch
2026-01-11 06:19:34.060003,Omar Ahmed 365,Omar Ahmed 365,0,2024-11-07,9539.12,2026-01-11 06:19:34.060003,ACC-SINV-2026-04864,2024-09-25,Draft,Mall Branch
2026-01-11 06:19:34.241316,Omar Ahmed 365,Omar Ahmed 365,0,2024-12-22,326.03,2026-01-11 06:19:34.241316,ACC-SINV-2026-04865,2024-10-30,Draft,Mall Branch
2026-01-11 06:19:34.433464,Omar Ahmed 365,Omar Ahmed 365,0,2025-01-13,368.19,2026-01-11 06:19:34.433464,ACC-SINV-2026-04866,2024-11-15,Draft,Mall Branch
2026-01-11 06:19:34.616456,Omar Ahmed 365,Omar Ahmed 365,0,2025-02-11,981.7,2026-01-11 06:19:34.616456,ACC-SINV-2026-04867,2024-12-18,Draft,Mall Branch
2026-01-11 06:19:34.801886,Omar Ahmed 365,Omar Ahmed 365,0,2025-02-27,7244.32,2026-01-11 06:19:34.801886,ACC-SINV-2026-04868,2025-01-28,Draft,Mall Branch
2026-01-11 06:19:34.981484,Omar Ahmed 365,Omar Ahmed 365,0,2025-03-18,35510.42,2026-01-11 06:19:34.981484,ACC-SINV-2026-04869,2025-02-16,Draft,Mall Branch
2026-01-11 06:19:35.492178,Omar Ahmed 365,Omar Ahmed 365,0,2025-05-03,1144.01,2026-01-11 06:19:35.492178,ACC-SINV-2026-04870,2025-03-30,Draft,Mall Branch
2026-01-11 06:19:35.675129,Omar Ahmed 365,Omar Ahmed 365,0,2025-06-28,4754.79,2026-01-11 06:19:35.675129,ACC-SINV-2026-04871,2025-05-05,Draft,Mall Branch
2026-01-11 06:19:35.861632,Rashid Ahmed 236,Rashid Ahmed 236,0,2024-11-17,509.37,2026-01-11 06:19:35.861632,ACC-SINV-2026-04872,2024-10-04,Draft,Southgate Branch
2026-01-11 06:19:36.047762,Rashid Ahmed 236,Rashid Ahmed 236,0,2024-11-27,520.61,2026-01-11 06:19:36.047762,ACC-SINV-2026-04873,2024-10-28,Draft,Southgate Branch
2026-01-11 06:19:36.227684,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-01-23,693.88,2026-01-11 06:19:36.227684,ACC-SINV-2026-04874,2024-12-03,Draft,Southgate Branch
2026-01-11 06:19:36.409797,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-02-26,42847.88,2026-01-11 06:19:36.409797,ACC-SINV-2026-04875,2025-01-07,Draft,Southgate Branch
2026-01-11 06:19:36.592008,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-03-14,702.94,2026-01-11 06:19:36.592008,ACC-SINV-2026-04876,2025-02-02,Draft,Southgate Branch
2026-01-11 06:19:36.776068,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-04-13,44840.6,2026-01-11 06:19:36.776068,ACC-SINV-2026-04877,2025-03-07,Draft,Southgate Branch
2026-01-11 06:19:36.964471,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-05-24,111.96,2026-01-11 06:19:36.964471,ACC-SINV-2026-04878,2025-03-31,Draft,Southgate Branch
2026-01-11 06:19:37.159961,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-05-20,12917.36,2026-01-11 06:19:37.159961,ACC-SINV-2026-04879,2025-04-19,Draft,Southgate Branch
2026-01-11 06:19:37.721962,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-06-28,93545.97,2026-01-11 06:19:37.721962,ACC-SINV-2026-04880,2025-05-19,Draft,Southgate Branch
2026-01-11 06:19:37.905891,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-07-13,180.54,2026-01-11 06:19:37.905891,ACC-SINV-2026-04881,2025-06-07,Draft,Southgate Branch
2026-01-11 06:19:38.088113,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-07-26,343.05,2026-01-11 06:19:38.088113,ACC-SINV-2026-04882,2025-06-22,Draft,Southgate Branch
2026-01-11 06:19:38.271877,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-09-13,1828.69,2026-01-11 06:19:38.271877,ACC-SINV-2026-04883,2025-07-30,Draft,Southgate Branch
2026-01-11 06:19:38.453286,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-10-23,47523.39,2026-01-11 06:19:38.453286,ACC-SINV-2026-04884,2025-08-24,Draft,Southgate Branch
2026-01-11 06:19:38.632674,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-10-26,174.75,2026-01-11 06:19:38.632674,ACC-SINV-2026-04885,2025-09-20,Draft,Southgate Branch
2026-01-11 06:19:38.814554,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-11-22,3166.85,2026-01-11 06:19:38.814554,ACC-SINV-2026-04886,2025-10-09,Draft,Southgate Branch
2026-01-11 06:19:38.998724,Rashid Ahmed 236,Rashid Ahmed 236,0,2025-12-23,27087.34,2026-01-11 06:19:38.998724,ACC-SINV-2026-04887,2025-10-31,Draft,Southgate Branch
2026-01-11 06:19:39.177218,Rashid Ahmed 236,Rashid Ahmed 236,0,2026-01-02,8466.7,2026-01-11 06:19:39.177218,ACC-SINV-2026-04888,2025-12-03,Draft,Southgate Branch
2026-01-11 06:19:39.358952,Rashid Ahmed 236,Rashid Ahmed 236,0,2026-02-17,228.16,2026-01-11 06:19:39.358952,ACC-SINV-2026-04889,2026-01-02,Draft,Southgate Branch
2026-01-11 06:19:39.900256,Ali Ahmed 692,Ali Ahmed 692,0,2024-09-05,684.0,2026-01-11 06:19:39.900256,ACC-SINV-2026-04890,2024-07-10,Draft,Suburban Branch
2026-01-11 06:19:40.088445,Ali Ahmed 692,Ali Ahmed 692,0,2024-10-12,92528.13,2026-01-11 06:19:40.088445,ACC-SINV-2026-04891,2024-08-23,Draft,Suburban Branch
2026-01-11 06:19:40.274934,Ali Ahmed 692,Ali Ahmed 692,0,2024-11-06,272.71,2026-01-11 06:19:40.274934,ACC-SINV-2026-04892,2024-09-23,Draft,Suburban Branch
2026-01-11 06:19:40.454626,Ali Ahmed 692,Ali Ahmed 692,0,2024-12-14,1181.18,2026-01-11 06:19:40.454626,ACC-SINV-2026-04893,2024-10-29,Draft,Suburban Branch
2026-01-11 06:19:40.633489,Ali Ahmed 692,Ali Ahmed 692,0,2025-01-21,89537.05,2026-01-11 06:19:40.633489,ACC-SINV-2026-04894,2024-11-29,Draft,Suburban Branch
2026-01-11 06:19:40.814542,Ali Ahmed 692,Ali Ahmed 692,0,2025-01-29,614.37,2026-01-11 06:19:40.814542,ACC-SINV-2026-04895,2024-12-24,Draft,Suburban Branch
2026-01-11 06:19:40.993527,Ali Ahmed 692,Ali Ahmed 692,0,2025-03-02,7462.66,2026-01-11 06:19:40.993527,ACC-SINV-2026-04896,2025-01-10,Draft,Suburban Branch
2026-01-11 06:19:41.183483,Ali Ahmed 692,Ali Ahmed 692,0,2025-04-12,6259.38,2026-01-11 06:19:41.183483,ACC-SINV-2026-04897,2025-02-21,Draft,Suburban Branch
2026-01-11 06:19:41.369445,Ali Ahmed 692,Ali Ahmed 692,0,2025-05-27,35614.71,2026-01-11 06:19:41.369445,ACC-SINV-2026-04898,2025-04-07,Draft,Suburban Branch
2026-01-11 06:19:41.553012,Ali Ahmed 692,Ali Ahmed 692,0,2025-07-01,812.37,2026-01-11 06:19:41.553012,ACC-SINV-2026-04899,2025-05-09,Draft,Suburban Branch
2026-01-11 06:19:42.163713,Ali Ahmed 692,Ali Ahmed 692,0,2025-07-12,5425.85,2026-01-11 06:19:42.163713,ACC-SINV-2026-04900,2025-06-03,Draft,Suburban Branch
2026-01-11 06:19:42.350354,Ali Ahmed 692,Ali Ahmed 692,0,2025-08-01,6570.63,2026-01-11 06:19:42.350354,ACC-SINV-2026-04901,2025-06-27,Draft,Suburban Branch
2026-01-11 06:19:42.533049,Ali Ahmed 692,Ali Ahmed 692,0,2025-09-13,792.66,2026-01-11 06:19:42.533049,ACC-SINV-2026-04902,2025-08-09,Draft,Suburban Branch
2026-01-11 06:19:42.715136,Ali Ahmed 692,Ali Ahmed 692,0,2025-10-18,396.93,2026-01-11 06:19:42.715136,ACC-SINV-2026-04903,2025-09-07,Draft,Suburban Branch
2026-01-11 06:19:42.899591,Ali Ahmed 692,Ali Ahmed 692,0,2025-10-22,9903.12,2026-01-11 06:19:42.899591,ACC-SINV-2026-04904,2025-09-22,Draft,Suburban Branch
2026-01-11 06:19:43.080893,Ali Ahmed 692,Ali Ahmed 692,0,2025-12-20,109.51,2026-01-11 06:19:43.080893,ACC-SINV-2026-04905,2025-10-25,Draft,Suburban Branch
2026-01-11 06:19:43.261363,Ali Ahmed 692,Ali Ahmed 692,0,2026-01-21,267.92,2026-01-11 06:19:43.261363,ACC-SINV-2026-04906,2025-12-05,Draft,Suburban Branch
2026-01-11 06:19:43.445945,Yusuf Akter 415,Yusuf Akter 415,0,2024-10-17,12836.97,2026-01-11 06:19:43.445945,ACC-SINV-2026-04907,2024-09-10,Draft,University Branch
2026-01-11 06:19:43.636417,Yusuf Akter 415,Yusuf Akter 415,0,2024-11-22,208.33,2026-01-11 06:19:43.636417,ACC-SINV-2026-04908,2024-10-10,Draft,University Branch
2026-01-11 06:19:43.823566,Yusuf Akter 415,Yusuf Akter 415,0,2024-12-13,167.01,2026-01-11 06:19:43.823566,ACC-SINV-2026-04909,2024-11-05,Draft,University Branch
2026-01-11 06:19:44.357380,Yusuf Akter 415,Yusuf Akter 415,0,2025-01-31,221.74,2026-01-11 06:19:44.357380,ACC-SINV-2026-04910,2024-12-13,Draft,University Branch
2026-01-11 06:19:44.539634,Yusuf Akter 415,Yusuf Akter 415,0,2025-02-28,432.01,2026-01-11 06:19:44.539634,ACC-SINV-2026-04911,2025-01-01,Draft,University Branch
2026-01-11 06:19:44.723788,Yusuf Akter 415,Yusuf Akter 415,0,2025-03-28,222.75,2026-01-11 06:19:44.723788,ACC-SINV-2026-04912,2025-02-05,Draft,University Branch
2026-01-11 06:19:44.907618,Yusuf Akter 415,Yusuf Akter 415,0,2025-04-10,5240.68,2026-01-11 06:19:44.907618,ACC-SINV-2026-04913,2025-02-21,Draft,University Branch
2026-01-11 06:19:45.088300,Yusuf Akter 415,Yusuf Akter 415,0,2025-05-17,113.95,2026-01-11 06:19:45.088300,ACC-SINV-2026-04914,2025-04-03,Draft,University Branch
2026-01-11 06:19:45.268604,Yusuf Akter 415,Yusuf Akter 415,0,2025-06-26,797.18,2026-01-11 06:19:45.268604,ACC-SINV-2026-04915,2025-05-14,Draft,University Branch
2026-01-11 06:19:45.450606,Yusuf Akter 415,Yusuf Akter 415,0,2025-07-26,7370.49,2026-01-11 06:19:45.450606,ACC-SINV-2026-04916,2025-06-01,Draft,University Branch
2026-01-11 06:19:45.632937,Yusuf Akter 415,Yusuf Akter 415,0,2025-08-15,48488.07,2026-01-11 06:19:45.632937,ACC-SINV-2026-04917,2025-07-04,Draft,University Branch
2026-01-11 06:19:45.813246,Yusuf Akter 415,Yusuf Akter 415,0,2025-10-12,44589.54,2026-01-11 06:19:45.813246,ACC-SINV-2026-04918,2025-08-14,Draft,University Branch
2026-01-11 06:19:45.996382,Yusuf Akter 415,Yusuf Akter 415,0,2025-11-08,178.31,2026-01-11 06:19:45.996382,ACC-SINV-2026-04919,2025-09-09,Draft,University Branch
2026-01-11 06:19:46.533378,Yusuf Akter 415,Yusuf Akter 415,0,2025-11-25,14719.75,2026-01-11 06:19:46.533378,ACC-SINV-2026-04920,2025-10-03,Draft,University Branch
2026-01-11 06:19:46.718641,Yusuf Akter 415,Yusuf Akter 415,0,2025-12-31,570.53,2026-01-11 06:19:46.718641,ACC-SINV-2026-04921,2025-11-06,Draft,University Branch
2026-01-11 06:19:46.905687,Yusuf Akter 415,Yusuf Akter 415,0,2026-01-15,849.48,2026-01-11 06:19:46.905687,ACC-SINV-2026-04922,2025-12-13,Draft,University Branch
2026-01-11 06:19:47.086579,Yusuf Akter 415,Yusuf Akter 415,0,2026-02-28,31084.97,2026-01-11 06:19:47.086579,ACC-SINV-2026-04923,2026-01-07,Draft,University Branch
2026-01-11 06:19:47.270947,Hassan Shah 439,Hassan Shah 439,0,2024-07-15,383.52,2026-01-11 06:19:47.270947,ACC-SINV-2026-04924,2024-06-03,Draft,Westend Branch
2026-01-11 06:19:47.457494,Hassan Shah 439,Hassan Shah 439,0,2024-08-19,535.32,2026-01-11 06:19:47.457494,ACC-SINV-2026-04925,2024-06-26,Draft,Westend Branch
2026-01-11 06:19:47.641283,Hassan Shah 439,Hassan Shah 439,0,2024-09-04,797.65,2026-01-11 06:19:47.641283,ACC-SINV-2026-04926,2024-07-19,Draft,Westend Branch
2026-01-11 06:19:47.824079,Hassan Shah 439,Hassan Shah 439,0,2024-10-13,952.94,2026-01-11 06:19:47.824079,ACC-SINV-2026-04927,2024-08-27,Draft,Westend Branch
2026-01-11 06:19:48.005436,Hassan Shah 439,Hassan Shah 439,0,2024-11-11,117.15,2026-01-11 06:19:48.005436,ACC-SINV-2026-04928,2024-09-24,Draft,Westend Branch
2026-01-11 06:19:48.190073,Hassan Shah 439,Hassan Shah 439,0,2024-11-27,484.54,2026-01-11 06:19:48.190073,ACC-SINV-2026-04929,2024-10-20,Draft,Westend Branch
2026-01-11 06:19:48.721605,Hassan Shah 439,Hassan Shah 439,0,2025-01-04,3245.9,2026-01-11 06:19:48.721605,ACC-SINV-2026-04930,2024-11-11,Draft,Westend Branch
2026-01-11 06:19:48.905615,Hassan Shah 439,Hassan Shah 439,0,2025-02-15,6390.78,2026-01-11 06:19:48.905615,ACC-SINV-2026-04931,2024-12-20,Draft,Westend Branch
2026-01-11 06:19:49.088764,Hassan Shah 439,Hassan Shah 439,0,2025-03-08,57.71,2026-01-11 06:19:49.088764,ACC-SINV-2026-04932,2025-01-12,Draft,Westend Branch
2026-01-11 06:19:49.271997,Hassan Shah 439,Hassan Shah 439,0,2025-03-18,15722.92,2026-01-11 06:19:49.271997,ACC-SINV-2026-04933,2025-02-06,Draft,Westend Branch
2026-01-11 06:19:49.457646,Hassan Shah 439,Hassan Shah 439,0,2025-04-25,4687.01,2026-01-11 06:19:49.457646,ACC-SINV-2026-04934,2025-03-16,Draft,Westend Branch
