creation,customer_group,customer_name,customer_type,email_id,gender,mobile_no,modified,name,territory,website
2026-01-11 05:55:39.111704,Individual,Samira Shah 230,Individual,samira.shah92@gmail.com,Male,+8801462236991,2026-01-11 05:55:39.708900,Samira Shah 230,Uptown Branch,active
2026-01-11 05:55:41.273924,Individual,Samira Sheikh 954,Individual,samira.sheikh34@gmail.com,Male,+8801963250947,2026-01-11 05:55:41.637563,Samira Sheikh 954,Downtown Branch,churned
2026-01-11 05:59:57.829169,Individual,Samira Siddiqui 215,Individual,samira.siddiqui57@gmail.com,Female,+8801961481263,2026-01-11 05:59:58.210551,Samira Siddiqui 215,Westend Branch,at_risk
2026-01-11 05:56:13.328118,Individual,Samira Uddin 118,Individual,samira.uddin59@gmail.com,Male,+8801672010888,2026-01-11 05:56:13.687832,Samira Uddin 118,Westend Branch,active
2026-01-11 05:57:22.500393,Individual,Samira Uddin 875,Individual,samira.uddin96@gmail.com,Female,+8801508993293,2026-01-11 05:57:23.378577,Samira Uddin 875,Eastside Branch,churned
2026-01-11 06:01:26.032390,Individual,Sara Akter 544,Individual,sara.akter34@gmail.com,Female,+8801553519487,2026-01-11 06:01:26.522054,Sara Akter 544,Industrial Branch,churned
2026-01-11 05:58:53.902225,Individual,Sara Akter 811,Individual,sara.akter66@gmail.com,Female,+8801931504886,2026-01-11 05:58:54.259707,Sara Akter 811,Uptown Branch,active
2026-01-11 06:00:53.195176,Individual,Sara Begum 581,Individual,sara.begum15@gmail.com,Male,+8801884014775,2026-01-11 06:00:54.146142,Sara Begum 581,Eastside Branch,active
2026-01-11 06:01:38.294070,Individual,Sara Begum 605,Individual,sara.begum85@gmail.com,Male,+8801564357205,2026-01-11 06:01:38.706445,Sara Begum 605,Mall Branch,active
2026-01-11 06:00:16.453768,Individual,Sara Begum 727,Individual,sara.begum89@gmail.com,Female,+8801324867117,2026-01-11 06:00:17.363090,Sara Begum 727,Downtown Branch,active
2026-01-11 05:57:36.148144,Individual,Sara Chowdhury 437,Individual,sara.chowdhury11@gmail.com,Female,+8801564974676,2026-01-11 05:57:36.504637,Sara Chowdhury 437,Uptown Branch,active
2026-01-11 06:00:46.826152,Individual,Sara Hossain 244,Individual,sara.hossain60@gmail.com,Male,+8801497761723,2026-01-11 06:00:47.197548,Sara Hossain 244,Suburban Branch,active
2026-01-11 06:01:37.753395,Individual,Sara Hossain 497,Individual,sara.hossain63@gmail.com,Male,+8801859508301,2026-01-11 06:01:38.163074,Sara Hossain 497,Suburban Branch,churned
2026-01-11 05:58:22.560365,Individual,Sara Hossain 646,Individual,sara.hossain66@gmail.com,Male,+8801352960667,2026-01-11 05:58:22.921122,Sara Hossain 646,Downtown Branch,active
2026-01-11 05:59:45.687341,Individual,Sara Hossain 868,Individual,sara.hossain84@gmail.com,Male,+8801983864936,2026-01-11 05:59:46.046635,Sara Hossain 868,Uptown Branch,churned
2026-01-11 05:57:39.582544,Individual,Sara Islam 246,Individual,sara.islam99@gmail.com,Female,+8801899941851,2026-01-11 05:57:39.938169,Sara Islam 246,Industrial Branch,at_risk
2026-01-11 05:58:34.623867,Individual,Sara Islam 300,Individual,sara.islam99@gmail.com,Male,+8801413727914,2026-01-11 05:58:34.714009,Sara Islam 300,University Branch,at_risk
2026-01-11 05:56:11.130692,Individual,Sara Islam 806,Individual,sara.islam28@gmail.com,Female,+8801514764997,2026-01-11 05:56:11.225301,Sara Islam 806,Eastside Branch,active
2026-01-11 06:00:15.101571,Individual,Sara Khan 791,Individual,sara.khan37@gmail.com,Male,+8801505278666,2026-01-11 06:00:16.000214,Sara Khan 791,Airport Branch,active
2026-01-11 05:58:55.383155,Individual,Sara Mirza 362,Individual,sara.mirza72@gmail.com,Male,+8801893102656,2026-01-11 05:58:55.791058,Sara Mirza 362,Airport Branch,at_risk
2026-01-11 05:55:56.755636,Individual,Sara Mirza 416,Individual,sara.mirza64@gmail.com,Male,+8801855761528,2026-01-11 05:55:57.121191,Sara Mirza 416,Eastside Branch,active
2026-01-11 05:56:26.916751,Individual,Sara Shah 464,Individual,sara.shah31@gmail.com,Female,+8801522961631,2026-01-11 05:56:27.803875,Sara Shah 464,Suburban Branch,active
2026-01-11 06:00:37.172363,Individual,Sara Shah 467,Individual,sara.shah21@gmail.com,Male,+8801527673733,2026-01-11 06:00:37.604299,Sara Shah 467,Uptown Branch,active
2026-01-11 05:57:56.849978,Individual,Sara Sheikh 716,Individual,sara.sheikh93@gmail.com,Male,+8801375163502,2026-01-11 05:57:57.210115,Sara Sheikh 716,University Branch,active
2026-01-11 05:57:03.814985,Individual,Sara Siddiqui 853,Individual,sara.siddiqui92@gmail.com,Male,+8801774472776,2026-01-11 05:57:04.171866,Sara Siddiqui 853,Industrial Branch,at_risk
2026-01-11 05:57:32.392520,Individual,Sara Uddin 408,Individual,sara.uddin24@gmail.com,Female,+8801732825721,2026-01-11 05:57:32.754295,Sara Uddin 408,Mall Branch,active
2026-01-11 05:58:29.422304,Individual,Sara Uddin 704,Individual,sara.uddin64@gmail.com,Female,+8801855789724,2026-01-11 05:58:29.785604,Sara Uddin 704,Airport Branch,active
2026-01-11 05:58:00.304786,Individual,Tariq Akter 685,Individual,tariq.akter45@gmail.com,Female,+8801713479637,2026-01-11 05:58:01.193047,Tariq Akter 685,Suburban Branch,at_risk
2026-01-11 05:57:10.068384,Individual,Tariq Akter 780,Individual,tariq.akter92@gmail.com,Female,+8801598703063,2026-01-11 05:57:10.429818,Tariq Akter 780,Uptown Branch,active
2026-01-11 05:58:46.663337,Individual,Tariq Hassan 834,Individual,tariq.hassan9@gmail.com,Female,+8801395864587,2026-01-11 05:58:47.080426,Tariq Hassan 834,Southgate Branch,churned
2026-01-11 05:59:00.925570,Individual,Tariq Malik 683,Individual,tariq.malik92@gmail.com,Female,+8801795891231,2026-01-11 05:59:01.284404,Tariq Malik 683,Downtown Branch,at_risk
2026-01-11 05:58:10.317340,Individual,Tariq Shah 261,Individual,tariq.shah68@gmail.com,Female,+8801310665562,2026-01-11 05:58:11.200936,Tariq Shah 261,Southgate Branch,active
2026-01-11 05:57:26.525547,Individual,Tariq Siddiqui 255,Individual,tariq.siddiqui73@gmail.com,Female,+8801325388951,2026-01-11 05:57:27.415633,Tariq Siddiqui 255,Southgate Branch,at_risk
2026-01-11 05:59:27.250684,Individual,Tariq Siddiqui 330,Individual,tariq.siddiqui39@gmail.com,Female,+8801553525165,2026-01-11 05:59:27.608665,Tariq Siddiqui 330,Airport Branch,active
2026-01-11 05:57:31.383991,Individual,Tariq Uddin 941,Individual,tariq.uddin1@gmail.com,Male,+8801746828474,2026-01-11 05:57:32.266000,Tariq Uddin 941,Southgate Branch,churned
2026-01-11 00:18:04.689563,Demo Customer Group,West View Software Ltd.,Company,,,,2026-01-11 00:18:04.689563,West View Software Ltd.,,
2026-01-11 05:58:52.031158,Individual,Yusuf Akter 415,Individual,yusuf.akter29@gmail.com,Female,+8801624859780,2026-01-11 05:58:52.957425,Yusuf Akter 415,University Branch,active
2026-01-11 05:57:38.611740,Individual,Yusuf Akter 447,Individual,yusuf.akter26@gmail.com,Female,+8801745004808,2026-01-11 05:57:38.971635,Yusuf Akter 447,Airport Branch,active
2026-01-11 06:01:20.962979,Individual,Yusuf Ali 111,Individual,yusuf.ali73@gmail.com,Male,+8801796376449,2026-01-11 06:01:21.402848,Yusuf Ali 111,Suburban Branch,active
2026-01-11 05:56:40.700196,Individual,Yusuf Begum 425,Individual,yusuf.begum38@gmail.com,Female,+8801801395695,2026-01-11 05:56:41.610633,Yusuf Begum 425,Mall Branch,churned
2026-01-11 05:56:57.013833,Individual,Yusuf Hassan 401,Individual,yusuf.hassan43@gmail.com,Female,+8801724063941,2026-01-11 05:56:57.898901,Yusuf Hassan 401,Southgate Branch,at_risk
2026-01-11 05:58:43.616053,Individual,Yusuf Hassan 662,Individual,yusuf.hassan76@gmail.com,Male,+8801447209372,2026-01-11 05:58:44.547957,Yusuf Hassan 662,Westend Branch,active
2026-01-11 05:58:35.317562,Individual,Yusuf Islam 887,Individual,yusuf.islam88@gmail.com,Female,+8801708854455,2026-01-11 05:58:36.203763,Yusuf Islam 887,Westend Branch,active
2026-01-11 05:59:36.391034,Individual,Yusuf Khan 278,Individual,yusuf.khan3@gmail.com,Male,+8801323501727,2026-01-11 05:59:37.274349,Yusuf Khan 278,Uptown Branch,active
2026-01-11 05:56:38.027706,Individual,Yusuf Khan 626,Individual,yusuf.khan63@gmail.com,Male,+8801961825615,2026-01-11 05:56:38.953317,Yusuf Khan 626,Westend Branch,active
2026-01-11 06:00:35.108367,Individual,Yusuf Malik 160,Individual,yusuf.malik51@gmail.com,Female,+8801569809055,2026-01-11 06:00:35.484568,Yusuf Malik 160,University Branch,at_risk
2026-01-11 06:01:18.035783,Individual,Yusuf Mirza 652,Individual,yusuf.mirza77@gmail.com,Female,+8801399568188,2026-01-11 06:01:18.494588,Yusuf Mirza 652,Westend Branch,at_risk
2026-01-11 05:56:37.542188,Individual,Yusuf Mirza 751,Individual,yusuf.mirza80@gmail.com,Male,+8801930264560,2026-01-11 05:56:37.904395,Yusuf Mirza 751,University Branch,active
2026-01-11 06:00:51.786012,Individual,Yusuf Mirza 995,Individual,yusuf.mirza8@gmail.com,Female,+8801501366726,2026-01-11 06:00:52.680788,Yusuf Mirza 995,Industrial Branch,at_risk
2026-01-11 05:58:21.077796,Individual,Yusuf Rahman 151,Individual,yusuf.rahman37@gmail.com,Female,+8801445023329,2026-01-11 05:58:21.958146,Yusuf Rahman 151,Eastside Branch,active
2026-01-11 05:56:12.843302,Individual,Yusuf Shah 121,Individual,yusuf.shah15@gmail.com,Female,+8801581403228,2026-01-11 05:56:13.203045,Yusuf Shah 121,University Branch,active
2026-01-11 05:58:14.863764,Individual,Yusuf Shah 262,Individual,yusuf.shah60@gmail.com,Male,+8801940999732,2026-01-11 05:58:15.226572,Yusuf Shah 262,Downtown Branch,churned
2026-01-11 05:58:15.854280,Individual,Yusuf Shah 851,Individual,yusuf.shah13@gmail.com,Female,+8801506566730,2026-01-11 05:58:16.224439,Yusuf Shah 851,Airport Branch,active
2026-01-11 05:56:36.574858,Individual,Yusuf Uddin 656,Individual,yusuf.uddin28@gmail.com,Female,+8801436062471,2026-01-11 05:56:36.932044,Yusuf Uddin 656,Westend Branch,churned
2026-01-11 06:01:36.683916,Individual,Zainab Ahmed 356,Individual,zainab.ahmed27@gmail.com,Female,+8801536637238,2026-01-11 06:01:37.624427,Zainab Ahmed 356,Airport Branch,active
2026-01-11 05:58:11.322933,Individual,Zainab Ahmed 461,Individual,zainab.ahmed16@gmail.com,Female,+8801439790299,2026-01-11 05:58:12.211849,Zainab Ahmed 461,Uptown Branch,active
2026-01-11 05:59:03.866150,Individual,Zainab Akter 442,Individual,zainab.akter77@gmail.com,Female,+8801311791996,2026-01-11 05:59:04.745378,Zainab Akter 442,Industrial Branch,churned
2026-01-11 06:00:39.246593,Individual,Zainab Akter 982,Individual,zainab.akter17@gmail.com,Male,+8801845623172,2026-01-11 06:00:39.640444,Zainab Akter 982,Downtown Branch,active
2026-01-11 05:56:10.152398,Individual,Zainab Ali 161,Individual,zainab.ali31@gmail.com,Male,+8801837814774,2026-01-11 05:56:10.509936,Zainab Ali 161,Mall Branch,churned
2026-01-11 05:56:09.660701,Individual,Zainab Ali 753,Individual,zainab.ali55@gmail.com,Male,+8801697021914,2026-01-11 05:56:10.022195,Zainab Ali 753,Westend Branch,active
2026-01-11 06:01:05.156065,Individual,Zainab Begum 790,Individual,zainab.begum17@gmail.com,Male,+8801682014186,2026-01-11 06:01:05.611723,Zainab Begum 790,Eastside Branch,at_risk
2026-01-11 05:57:39.092802,Individual,Zainab Chowdhury 147,Individual,zainab.chowdhury54@gmail.com,Male,+8801506684339,2026-01-11 05:57:39.460253,Zainab Chowdhury 147,Mall Branch,at_risk
2026-01-11 06:01:36.140406,Individual,Zainab Chowdhury 444,Individual,zainab.chowdhury64@gmail.com,Male,+8801303683771,2026-01-11 06:01:36.552738,Zainab Chowdhury 444,Westend Branch,at_risk
2026-01-11 05:55:46.516352,Individual,Zainab Hassan 668,Individual,zainab.hassan85@gmail.com,Female,+8801748957295,2026-01-11 05:55:47.407703,Zainab Hassan 668,Southgate Branch,at_risk
2026-01-11 05:59:13.188890,Individual,Zainab Khan 258,Individual,zainab.khan26@gmail.com,Female,+8801601415396,2026-01-11 05:59:14.075748,Zainab Khan 258,Westend Branch,active
2026-01-11 05:55:54.457887,Individual,Zainab Khan 445,Individual,zainab.khan90@gmail.com,Male,+8801880952301,2026-01-11 05:55:54.815112,Zainab Khan 445,Suburban Branch,churned
2026-01-11 05:57:21.008804,Individual,Zainab Mirza 494,Individual,zainab.mirza20@gmail.com,Male,+8801397679324,2026-01-11 05:57:21.893084,Zainab Mirza 494,Downtown Branch,active
2026-01-11 05:59:22.873480,Individual,Zainab Mirza 630,Individual,zainab.mirza82@gmail.com,Female,+8801902631584,2026-01-11 05:59:23.230220,Zainab Mirza 630,Suburban Branch,churned
2026-01-11 05:59:43.160948,Individual,Zainab Rahman 970,Individual,zainab.rahman97@gmail.com,Male,+8801495158737,2026-01-11 05:59:43.521157,Zainab Rahman 970,Eastside Branch,active
2026-01-11 05:59:34.938344,Individual,Zainab Sheikh 389,Individual,zainab.sheikh68@gmail.com,Male,+8801317148184,2026-01-11 05:59:35.299760,Zainab Sheikh 389,Southgate Branch,active
2026-01-11 06:00:56.507323,Individual,Zainab Sheikh 518,Individual,zainab.sheikh53@gmail.com,Male,+8801550421401,2026-01-11 06:00:56.928979,Zainab Sheikh 518,Airport Branch,active
